0,-0.055114746
1,-0.03225708
2,-0.0262146
3,-0.13772583
4,-0.176300049
5,-0.143676758
6,-0.129547119
7,-0.102111816
8,-0.15637207
9,-0.223999023
10,-0.201019287
11,-0.149627686
12,-0.06262207
13,0.014648438
14,0.07925415
15,0.144439697
16,0.142028809
17,0.181243896
18,0.212921143
19,0.340759277
20,0.282745361
21,-0.002471924
22,-0.130065918
23,-0.187103271
24,0.004272461
25,0.230712891
26,0.282836914
27,0.188812256
28,0.010375977
29,-0.110076904
30,-0.074768066
31,-0.050140381
32,-0.000213623
33,-0.053344727
34,-0.104644775
35,-0.088592529
36,-0.071563721
37,-0.049163818
38,-0.066650391
39,-0.171295166
40,-0.154296875
41,-0.139038086
42,-0.118103027
43,-0.112091064
44,-0.185211182
45,-0.223388672
46,-0.188262939
47,-0.135284424
48,-0.035980225
49,0.036407471
50,0.135620117
51,0.161621094
52,0.148254395
53,0.186035156
54,0.23348999
55,0.384521484
56,0.224731445
57,-0.037384033
58,-0.165039063
59,-0.185516357
60,0.068786621
61,0.267456055
62,0.283935547
63,0.160766602
64,-0.040710449
65,-0.1199646
66,-0.077850342
67,-0.047912598
68,0.001556396
69,-0.077484131
70,-0.107666016
71,-0.097930908
72,-0.079345703
73,-0.077453613
74,-0.124908447
75,-0.147857666
76,-0.113220215
77,-0.112945557
78,-0.107635498
79,-0.168670654
80,-0.232299805
81,-0.228820801
82,-0.1796875
83,-0.093902588
84,0.004486084
85,0.096557617
86,0.170166016
87,0.149108887
88,0.172546387
89,0.186523438
90,0.300048828
91,0.393280029
92,0.117095947
93,-0.087005615
94,-0.212738037
95,-0.138336182
96,0.166046143
97,0.303283691
98,0.276916504
99,0.105499268
100,-0.100799561
101,-0.119567871
102,-0.090515137
103,-0.035766602
104,-0.014892578
105,-0.100219727
106,-0.100524902
107,-0.091278076
108,-0.082977295
109,-0.073272705
110,-0.146697998
111,-0.157806396
112,-0.121368408
113,-0.127929688
114,-0.113677979
115,-0.183929443
116,-0.232269287
117,-0.217010498
118,-0.162872314
119,-0.067565918
120,0.048339844
121,0.133789063
122,0.190979004
123,0.143981934
124,0.183776855
125,0.218048096
126,0.397888184
127,0.317749023
128,0.0105896
129,-0.155212402
130,-0.243347168
131,-0.024780273
132,0.254821777
133,0.325134277
134,0.238922119
135,0.012756348
136,-0.138641357
137,-0.115875244
138,-0.086883545
139,-0.011413574
140,-0.05368042
141,-0.105987549
142,-0.086669922
143,-0.089263916
144,-0.070648193
145,-0.111694336
146,-0.158050537
147,-0.141571045
148,-0.126220703
149,-0.121917725
150,-0.128204346
151,-0.205230713
152,-0.234954834
153,-0.216156006
154,-0.14364624
155,-0.030975342
156,0.088256836
157,0.176086426
158,0.182739258
159,0.158081055
160,0.174072266
161,0.247192383
162,0.424194336
163,0.221374512
164,-0.029937744
165,-0.197296143
166,-0.208648682
167,0.075073242
168,0.292816162
169,0.324798584
170,0.185638428
171,-0.054077148
172,-0.133972168
173,-0.11239624
174,-0.059082031
175,0.000427246
176,-0.079406738
177,-0.093200684
178,-0.090576172
179,-0.090789795
180,-0.070587158
181,-0.126708984
182,-0.131591797
183,-0.110839844
184,-0.138458252
185,-0.133300781
186,-0.185974121
187,-0.221343994
188,-0.217376709
189,-0.194854736
190,-0.101531982
191,0.001800537
192,0.109924316
193,0.191223145
194,0.155944824
195,0.183166504
196,0.201202393
197,0.353057861
198,0.406463623
199,0.088806152
200,-0.114257813
201,-0.264923096
202,-0.124481201
203,0.205200195
204,0.349273682
205,0.307617188
206,0.098052979
207,-0.125793457
208,-0.132751465
209,-0.107330322
210,-0.019348145
211,-0.012756348
212,-0.090789795
213,-0.082336426
214,-0.07824707
215,-0.070495605
216,-0.067993164
217,-0.176483154
218,-0.167541504
219,-0.135162354
220,-0.119995117
221,-0.091339111
222,-0.175109863
223,-0.246002197
224,-0.23626709
225,-0.184295654
226,-0.049926758
227,0.063659668
228,0.152252197
229,0.190917969
230,0.149719238
231,0.199584961
232,0.253936768
233,0.42477417
234,0.280273438
235,-0.029998779
236,-0.203338623
237,-0.242523193
238,0.030700684
239,0.300933838
240,0.355377197
241,0.228240967
242,-0.024688721
243,-0.150970459
244,-0.122344971
245,-0.068572998
246,0.008422852
247,-0.050537109
248,-0.098876953
249,-0.074768066
250,-0.076965332
251,-0.065246582
252,-0.120452881
253,-0.170440674
254,-0.123565674
255,-0.08972168
256,-0.08682251
257,-0.162353516
258,-0.251953125
259,-0.271850586
260,-0.204345703
261,-0.111480713
262,0.007324219
263,0.090393066
264,0.171051025
265,0.155456543
266,0.163116455
267,0.194244385
268,0.315429688
269,0.419128418
270,0.153533936
271,-0.076019287
272,-0.237854004
273,-0.166046143
274,0.144714355
275,0.327575684
276,0.323272705
277,0.144989014
278,-0.090209961
279,-0.13394165
280,-0.108062744
281,-0.032043457
282,-0.002105713
283,-0.080718994
284,-0.091827393
285,-0.070648193
286,-0.063964844
287,-0.047515869
288,-0.153411865
289,-0.20904541
290,-0.147247314
291,-0.119293213
292,-0.067260742
293,-0.125610352
294,-0.23135376
295,-0.246246338
296,-0.211639404
297,-0.101715088
298,0.034881592
299,0.114593506
300,0.201721191
301,0.156738281
302,0.178192139
303,0.223083496
304,0.383026123
305,0.3487854
306,0.04397583
307,-0.156616211
308,-0.25302124
309,-0.0496521
310,0.246398926
311,0.351379395
312,0.268249512
313,0.036346436
314,-0.13659668
315,-0.126708984
316,-0.079071045
317,0.005828857
318,-0.02947998
319,-0.098571777
320,-0.094604492
321,-0.074157715
322,-0.049713135
323,-0.098449707
324,-0.176055908
325,-0.157745361
326,-0.136260986
327,-0.102905273
328,-0.115753174
329,-0.190551758
330,-0.230804443
331,-0.218688965
332,-0.152954102
333,-0.05368042
334,0.044342041
335,0.149047852
336,0.17980957
337,0.169342041
338,0.203887939
339,0.264862061
340,0.42477417
341,0.223052979
342,-0.035797119
343,-0.198364258
344,-0.209381104
345,0.077606201
346,0.302001953
347,0.330718994
348,0.19821167
349,-0.052185059
350,-0.13848877
351,-0.114074707
352,-0.050415039
353,0.014404297
354,-0.061035156
355,-0.097198486
356,-0.087036133
357,-0.080749512
358,-0.068817139
359,-0.146148682
360,-0.16293335
361,-0.117584229
362,-0.096160889
363,-0.092437744
364,-0.162536621
365,-0.244598389
366,-0.245147705
367,-0.198272705
368,-0.103942871
369,-0.001495361
370,0.081085205
371,0.167236328
372,0.16027832
373,0.18661499
374,0.216552734
375,0.324737549
376,0.40133667
377,0.114929199
378,-0.088409424
379,-0.226776123
380,-0.134857178
381,0.169891357
382,0.323394775
383,0.303466797
384,0.126403809
385,-0.100402832
386,-0.132263184
387,-0.11126709
388,-0.033691406
389,-0.013061523
390,-0.08795166
391,-0.091674805
392,-0.077270508
393,-0.06161499
394,-0.080657959
395,-0.189361572
396,-0.203582764
397,-0.152008057
398,-0.110076904
399,-0.081268311
400,-0.148162842
401,-0.225311279
402,-0.235656738
403,-0.191192627
404,-0.08404541
405,0.030639648
406,0.138092041
407,0.196014404
408,0.186126709
409,0.214080811
410,0.246643066
411,0.394836426
412,0.236633301
413,-0.024749756
414,-0.186462402
415,-0.206817627
416,0.052978516
417,0.280059814
418,0.325805664
419,0.206787109
420,-0.032623291
421,-0.139251709
422,-0.125610352
423,-0.071533203
424,0.000671387
425,-0.057769775
426,-0.094268799
427,-0.089385986
428,-0.08001709
429,-0.082336426
430,-0.145812988
431,-0.202911377
432,-0.160461426
433,-0.117797852
434,-0.083251953
435,-0.119384766
436,-0.20489502
437,-0.242523193
438,-0.209320068
439,-0.128143311
440,-0.000244141
441,0.09664917
442,0.177185059
443,0.171142578
444,0.195587158
445,0.223144531
446,0.344482422
447,0.369750977
448,0.080841064
449,-0.122406006
450,-0.233428955
451,-0.084716797
452,0.204223633
453,0.32409668
454,0.271881104
455,0.069671631
456,-0.118286133
457,-0.126983643
458,-0.095245361
459,-0.020172119
460,-0.026824951
461,-0.104248047
462,-0.097106934
463,-0.093261719
464,-0.055023193
465,-0.11428833
466,-0.19833374
467,-0.185028076
468,-0.150939941
469,-0.090423584
470,-0.089630127
471,-0.174926758
472,-0.226867676
473,-0.237548828
474,-0.173431396
475,-0.062438965
476,0.035003662
477,0.143249512
478,0.18951416
479,0.185638428
480,0.225097656
481,0.264343262
482,0.415039063
483,0.229888916
484,-0.046569824
485,-0.187835693
486,-0.199005127
487,0.070373535
488,0.294921875
489,0.315216064
490,0.192474365
491,-0.040466309
492,-0.140106201
493,-0.112487793
494,-0.067352295
495,-0.000976563
496,-0.067352295
497,-0.107910156
498,-0.094085693
499,-0.089172363
